,ID,k,r,c,a SSE Action,b SSE Action,SSEAction,R2_SSE_Action,a SSE External,b SSE External,SSEExternal,R2_SSE_External
111,11,14,-2.81,0.0001,11.449131120323402,416.8949211536788,2.8886663812589e-14,1.0,18.557096451311782,392.4612205129261,1.8688176775730543e-15,1.0
112,12,1,-2.81,0.0001,-0.709212933944296,364.573606791626,1.3156137591463344e-14,0.9999999999999998,-1.2277431875245617,387.3838341504413,1.8877203012299385e-14,1.0
113,12,2,-2.81,0.0001,-0.8611588921200782,364.63603030544533,8.586517375348886e-15,1.0,-1.4907822363084524,387.4918985087736,3.4202265613033095e-13,1.0
114,12,3,-2.81,0.0001,-0.9959695024816727,364.71968433035653,6.767629198910378e-15,1.0,-1.7241575816752488,387.6367146928548,2.2608765377600897e-13,1.0
115,12,4,-2.81,0.0001,-1.117023025122814,364.79978659176794,5.430135205227292e-15,1.0,-1.933717855263573,387.7753838879157,1.7342503520364569e-12,1.0
116,12,5,-2.81,0.0001,-1.2270831623620224,364.87238245883094,4.54808736484697e-15,1.0,-2.124246384193686,387.9010552168123,1.476820712421391e-14,1.0
117,12,6,-2.81,0.0001,-1.3282504027959354,364.9378714081105,3.885645131772908e-15,1.0,-2.299380552573524,388.0144255869249,4.2577430940343986e-14,1.0
118,12,7,-2.81,0.0001,-1.422146428874733,364.99753731992655,3.4069354655292217e-15,1.0,-2.461927335191396,388.1177157705724,1.9802689720902309e-13,1.0
119,12,8,-2.81,0.0001,-1.5100308979709258,365.05260652742385,3.0498793938578027e-15,1.0,-2.6140674635891816,388.2130490722897,1.0591653198003325e-12,1.0
120,12,9,-2.81,0.0001,-1.5928980695692734,365.1040981660199,2.7549797112086e-15,1.0,-2.7575223011780974,388.30219033731174,5.143827209267105e-12,1.0
121,12,10,-2.81,0.0001,-1.671544946620129,365.1528335310945,2.5038706977676523e-15,0.9999999999999998,-2.8936718867647224,388.3865624232182,2.2406437697230045e-11,1.0
122,12,11,-2.81,0.0001,-1.7466172822855488,365.199464773988,2.308312872976922e-15,1.0,-3.023634771749147,388.4672965131116,9.203064088405045e-11,1.0
123,12,12,-2.81,0.0001,-1.8186420721012648,365.24450378974234,2.132505834108032e-15,1.0,-3.1483146094922425,388.5452475039772,2.843009786936426e-14,1.0
124,12,13,-2.81,0.0001,-1.8880519273437575,365.28834939746326,1.987232209518092e-15,1.0,-3.2684724576169804,388.621150373821,1.1583702007804144e-13,1.0
125,12,14,-2.81,0.0001,-1.9552040399215558,365.33131149190314,1.856081091428622e-15,1.0,-3.3847218825371606,388.69552395342026,4.349947784995272e-13,1.0
126,13,1,-2.81,0.0001,5.857746829551852,409.84552807436734,3.0127954353226735e-11,1.0,5.337362571603247,404.24944598544107,1.8560736315406575e-14,1.0
127,13,2,-2.81,0.0001,7.112746105161129,409.32993340705826,1.7035904236708066e-12,1.0,6.480870178017878,403.77966468099333,3.602428984285645e-12,1.0
128,13,3,-2.81,0.0001,8.226215157207378,408.63899197033203,1.0681612731218138e-12,1.0,7.495422029653234,403.15010339825295,1.0232146401496226e-12,1.0
129,13,4,-2.81,0.0001,9.226057617260578,407.97738522912607,1.1979894061768184e-14,1.0,8.406441265077579,402.54727260642176,3.359163750609896e-13,0.9999999999999998
